company,title,location,url,description,skills,source
Spotify,"Artist & Label Partnerships Manager, Thailand",Singapore,https://jobs.lever.co/spotify/bff9955f-602f-41d5-9b46-1e2e82124d5a,"We have an excellent opportunity for an Artist & Label Partnerships Manager to come and join the band. The Artist & Label Partnerships team are the face of Spotify to artists, managers, labels & distributors. 

Focusing on the Thailand music landscape, you will serve as the primary point of contact for record labels, distributors, managers and artists. You will educate artists & their teams about Spotify standard methodologies, resources and tools. You will build impactful and innovative artist partnerships utilising on-platform promotion and off-platform marketing to ensure that artists, managers and labels see Spotify as the #1 partner for artist development. 

You will work closely with the local SEA team to execute pivotal initiatives, your international counterparts on multi-market campaigns and other key internal partners & teams including editorial, artist marketing, consumer marketing, licensing and others. Our ideal candidate has fun at work and a desire to make a positive impact on the music industry as a whole. 
",,lever
Spotify,Commerce Partnership Lead- 12m FTC,London,https://jobs.lever.co/spotify/9fa54b35-e5d4-4e72-8137-a7b850c5d434,"Spotify’s Commerce team oversees the global payments strategy, growth, and operational excellence that fuel our business. Within this, the Commerce Partnerships & Operations team plays a pivotal role in shaping and managing our payments ecosystem. From overseeing a wide array of payment partners to optimising payment flows and managing payment costs at scale, our mission is to make payments seamless and strategic.

As Payments Partnerships Lead, you will take ownership of some of Spotify’s most critical payment partner relationships. You will be at the forefront of forging and growing strategic alliances, optimising performance, and ensuring alignment with Spotify’s broader business objectives.
",,lever
Spotify,Consumer Marketing Manager Japan (6-Month Contract),Tokyo,https://jobs.lever.co/spotify/cb3530eb-4445-4815-b8d6-77d10436f24b,"As the Consumer Marketing Manager (6-month contract), you will be a central figure in developing, executing, and optimizing consumer marketing strategies for Spotify in Japan. You will drive brand and product campaigns, working cross-functionally with both internal stakeholders and external partners and agencies. This role covers the full marketing lifecycle—from ideation and briefing to execution and analysis—without direct people management responsibilities. You will ensure all marketing activity resonates locally while representing Spotify’s global brand, helping to grow our presence and capture the hearts and ears of new and existing fans.
",,lever
Spotify,Conversion Engineer,London,https://jobs.lever.co/spotify/18e22f95-e754-4602-8a74-61dbc6d588cb,"We are seeking a Conversion Specialist to elevate our conversion optimization strategy. This role involves both implementing current optimization initiatives and developing future conversion strategies and hypotheses. The successful candidate will report to the User Growth Optimization lead within the growth team, focusing on increasing subscriptions, reducing churn, and maximizing lifetime value.
Join the world’s fastest-growing online subscription business in a high-impact role where you will put a personal mark on the success of Spotify by delivering even faster subscriber growth.

",,lever
Spotify,"Country Manager, Sweden",Stockholm,https://jobs.lever.co/spotify/82b473b8-e1d5-4053-9e16-526af1a9282a,"We are looking for an experienced, influential, and selfless leader to serve as Country Manager for Sweden, based at our Stockholm office! 

This is a senior, high-impact position reporting to the Managing Director for Northern Europe, with a remit to represent Spotify across local stakeholders, drive the Swedish business agenda, and inspire our teams on the ground.

Sweden is Spotify’s founding market and carries cultural, industry, and brand significance. This role blends ownership for our Swedish business with external representation, cultural leadership, and deep stakeholder engagement. It requires someone who can lead with credibility in Swedish public life, support company priorities, and embed the Swedish market well into the regional Northern Europe structure.
",,lever
Spotify,Data Engineer,Toronto,https://jobs.lever.co/spotify/70c89d43-019b-43d9-a494-1954572b7c06,"We are looking for a Data Engineer I to build data-driven engineering initiatives within the Financial Engineering Mission. The Sabre squad supports financial processes related to all Spotify Ads. The squad is responsible for delivering technology projects in the form of datasets and workflow automations to the Finance, Advertising Sales, Marketing, and other go-to-market (GTM) functions. Our main goal is to provide a seamless end-to-end revenue experience by building a scalable platform with highly trusted data for Spotify to grow and diversify revenue. 
",,lever
Spotify,"Corporate Tax Manager, Asia-Pacific",Singapore,https://jobs.lever.co/spotify/c81fa582-7555-43d9-ba73-3ee15f324d05,"We are seeking an exceptional candidate to join our Corporate Tax team as Tax Manager.

In this role, you will be responsible for overseeing tax matters in the Asia-Pacific region with a focus on Singapore, Australia, Korea, Japan, Indonesia. and the Philippines. India is handled by a dedicated team member and falls outside of the responsibilities of this role. You will advise your colleagues on various areas of tax including corporate income tax, withholding tax, and tax treaty considerations. 

You will work closely with colleagues in Stockholm that oversee indirect tax and transfer pricing for the region as well as with members of the tax team based in New York. In addition to working with a network of advisors, you will work closely with the Business, Legal, and Accounting teams on cross-functional projects. 

We are a team of highly skilled and dedicated colleagues. We offer a challenging and dynamic role in an ever changing environment with the opportunity to take on much responsibility in a rapidly growing international company. Above all, your work will impact the way the world experiences audio.
",,lever
Spotify,Data Scientist - Advertising,"New York, NY",https://jobs.lever.co/spotify/2298c5fe-c8f9-4287-ab1e-4c65507b60fb,"Our mission on the Advertising Product & Technology team is to build a next generation advertising platform that aligns with our unique value proposition for audio and video. We work to scale the user experience for hundreds of millions of fans and hundreds of thousands of advertisers. This scale brings unique challenges as well as tremendous opportunities for our artists and creators.


We are looking for Data Scientists to join our multidisciplinary Advertising R&D Product Insights team. Opportunities are available on both our Ad Demand and Commercialization team, and our Ads Data Platform team.

The Ad Demand and Commercialization enables the scaling and advancement of Spotify Advertising by working with our self-service advertising platform, Spotify Ads Manager. This team operates at the crossroads of R&D and the Ads business, providing key data and insights to a wide range of partners to help them understand the performance of Spotify Ads Manager and the advertiser experience with Spotify.

The Ads Data Platform team is responsible for building our audience targeting products. You will support ML model development and the launch and evaluation of ad products powered by these models, servicing both brand and direct response advertisers. You will work alongside product managers, engineers, and product marketers, leading the development of our audience targeting offerings from a data science perspective.

As part of the Advertising team, you’ll work on the latest advertising technologies to connect millions of brands to billions of fans. We’re paving the way for a sustainable global Spotify business that allows even more creators to make a living off their art. Join us and help build the product solutions that empower this!
",r,lever
Spotify,Data Scientist - Personalization,London,https://jobs.lever.co/spotify/cc24eff4-a603-473b-b328-a1dbf174cddf,"The Personalization team makes deciding what to play next easier and more enjoyable for every listener. From Blend to Discover Weekly, we’re behind some of Spotify’s most-loved features. We built them by understanding the world of music and podcasts better than anyone else. Join us and you’ll keep millions of users listening by making great recommendations to each and every one of them. We ask that our team members be physically located in Central European time or Eastern Standard/Daylight time zones for the purposes of our collaboration hours.

The Sessions Studio in PZN owns all of Spotify’s algorithmically-programmed playlists. From Discover Weekly to Radio to Daily Mix to the AI DJ, we are building many of Spotify’s flagship music-listening experiences which are used by hundreds of millions of people every day.

We are looking for a Junior Data Scientist to join the Sessions Data Science team, who will support product decision making, goal setting, metric development, A/B testing, and analytics.
",,lever
Spotify,Data Scientist - Personalization,"New York, NY",https://jobs.lever.co/spotify/f0a4f8b2-e49c-4990-a793-4206445991c8,"The Personalization team makes deciding what to play next easier and more enjoyable for every listener. From Blend to Discover Weekly, we’re behind some of Spotify’s most-loved features. We built them by understanding the world of music and podcasts better than anyone else. Join us and you’ll keep millions of users listening by making great recommendations to each and every one of them. We ask that our team members be physically located in Central European time or Eastern Standard/Daylight time zones for the purposes of our collaboration hours.

The Sessions Studio in PZN owns all of Spotify’s algorithmically-programmed playlists. From Discover Weekly to Radio to Daily Mix to the AI DJ, we are building many of Spotify’s flagship music-listening experiences which are used by hundreds of millions of people every day.

We are looking for a Junior Data Scientist to join the Sessions Data Science team, who will support product decision making, goal setting, metric development, A/B testing, and analytics.
",,lever
Spotify,Data Scientist - Platform Developer Experience,Stockholm,https://jobs.lever.co/spotify/9a9a4556-2c33-4e0f-8b23-74ac56b603fd,"The Platform team creates the technology that enables Spotify to learn quickly and scale easily, enabling rapid growth in our users and our business around the globe. Spanning many disciplines, we work to make the business work; creating the frameworks, capabilities and tools needed to welcome a billion customers. Join us and help to amplify productivity, quality and innovation across Spotify. 

We are an insights team supporting across the domains of Developer Experience, Client Platform and Core Infrastructure. As a member of the team, you’ll work closely with a cross functional team of data scientists, data engineers, user researchers, and product managers who are all passionate about crafting scalable products for our developers and customers. Your focus will be in the Developer Experience domain which strives to bring a phenomenal experience for developers at Spotify, and through this deliver intuitive, stable and reliable products for people to enjoy.



",,lever
Spotify,Director & Global Process Owner – Procure to Pay,"New York, NY",https://jobs.lever.co/spotify/6cb0640c-fb5f-4f8c-925d-34b886624f6c,"The Director & Global Process Owner – Procure to Pay (P2P) reports to the Director of Accounting Operations and will be responsible for setting the strategic vision and operational execution of the global P2P process at Spotify. This role oversees global policy, compliance, and service delivery for vendor onboarding, purchase order compliance, invoice processing, payments, and employee expenses, with direct accountability for day-to-day operations in North America. You’ll partner closely with cross-functional teams across Finance, Engineering, Procurement, Tax, and Business Operations to ensure a globally standardized, efficient, and innovative Procure to Pay organization.

The ideal candidate will be a forward-thinking leader with experience managing both people and global processes, a passion for driving transformation, and deep knowledge of the end-to-end P2P value chain. You’ll champion automation and scalability while upholding best-in-class governance and controls.
",,lever
Spotify,Data Engineering Manager - Platform and Partner Experience,Stockholm,https://jobs.lever.co/spotify/93c9fb28-714a-4a03-b84b-f5d790f4969e,"Delivering the best Spotify experience possible. To as many people as possible. In as many moments as possible. That’s what the Experience team is all about. We use our deep understanding of consumer expectations to enrich the lives of millions of our users all over the world, bringing the music and audio they love to the devices, apps and platforms they use every day.

We are seeking a motivated and experienced Data Engineering Manager to lead a team within our Partner and Platform Experience studio. This team is at the heart of how we power insights and product experiences from data across some of Spotify’s most widely used devices, features and technology partnerships.  If you're excited by team leadership and owning and developing data systems that help us understand user experience - whilst being close to cutting-edge digital product development - this is the role for you.

",,lever
Spotify,Editor Music & Culture Punjabi,Mumbai,https://jobs.lever.co/spotify/7b9e0df5-d1ca-4f30-b848-3e2fcbbe8164,"As Editor Music & Culture Punjabi, you will be the music and culture expert for the Punjabi language within Spotify. You will use your music, culture, and consumer insights to drive the growth of Punjabi music consumption on Spotify India. Using your insights and analytical skills you will develop and implement the music strategy for your language and build long term value for Spotify. Above all, you are passionate about music. 

This position is based in Mumbai and will report to the Head of Editorial, India. 

You will contribute your expertise to various music-related projects within the company, including playlist curation, creative editorial work, marketing and advertising sales projects and cross-functional collaboration with different teams in the region and beyond. In addition to Punjabi, you may also be required to tackle additional mandates as driven by business needs. 

Display strong leadership, collaborative attitude, dedication to analytics, and understanding of Spotify's music industry impact.
",,lever
Spotify,"Editor, Music Editorial, Egypt",Dubai,https://jobs.lever.co/spotify/9befd0aa-c87d-4d84-b7a5-6912e5a4ac48,"We are looking for an experienced Music Editorial Consultant in Cairo, Egypt. In this role you will be part of the Music team in the MENAP region.

You will contribute your expertise to various music-related projects within the company, including playlist curation, creative editorial work, and cross-functional collaboration with different teams in the region and beyond. You will provide deep cultural and musical insights to create highly engaging and cohesive music experiences for listeners, extending beyond playlists, while ensuring an unbiased editorial voice for a wide array of moods, moments, and genres. Additionally, you will drive artist discovery through an extensive editorial ecosystem of playlists and tools, critically assessing music trends and user behaviour to find opportunities and emerging trends.

You will demonstrate a great teammate spirit, a passion for performance-oriented analytics, and a solid understanding of Spotify’s role in the music industry both locally and globally. Additionally, you will have an editorial personality that thrives in engaging audiences through creative formats, bringing the playlists to life in innovative ways.

As a music editor, you will be encouraged to make data-informed decisions while also contributing creative and cultural expertise. Above all, your work will impact the way the world experiences music!
",,lever
Spotify,Data Scientist - Platform & Partner Experience,Stockholm,https://jobs.lever.co/spotify/4232f168-aae1-4d5c-8d99-2e8ca456532d,"We are looking for Data Scientists from mid to senior level to join our insights team in Platform & Partner Experiences to help us drive and support evidence-based decisions throughout Spotify’s product development process. Our team is responsible for Spotify’s consumer experiences such as desktop, TV, speakers and smartwatches and for delivering work alongside some of our biggest tech partners. Together with us you will study user behaviour, evaluate critical initiatives and experiment with new features to drive decisions that influence the way the world experiences music, podcasts and audiobooks.
",,lever
Spotify,Engineering Manager - Experience,Stockholm,https://jobs.lever.co/spotify/94d4873b-5d43-4e67-8b87-cabac8503aa2,"The Stencil Squad, part of the Core Experience Studio, is looking for a new Engineering Manager to take us into 2026 and beyond.

Our team is responsible for the Creative Works Platform (CWP) and the Creator System, which together underpin key pages in our mobile apps for the exploration and playback of core content types - music, audiobooks, and podcasts. We use our diverse set of skills, experiences, and tools, to identify, design, develop, test, and deploy solutions that help meet user and business needs.

As the Engineering Manager of the squad, you will play a pivotal role in leading this talented team of engineers, located across multiple European countries (some remotely and others in-office). Working with them, as well as your counterparts in Product, Design and Insights, you will help us design, build and deliver the right features, with the right level of quality, while fostering a collaborative and supportive work environment. You will also be ensuring the squad's sustaining success by ensuring timely delivery, effective risk management, and efficient mitigation of issues.
",,lever
Spotify,FP&A Analyst - Product & Technology,"New York, NY",https://jobs.lever.co/spotify/e5bf280c-b612-406c-951e-c7cf8864ff34,"Spotify’s Product and Technology Finance team is seeking an exceptional Analyst to join its team. In this role, you will help support the health of Streaming Delivery cloud costs - the cloud infrastructure that powers every play‑button press around the world. 

You’ll partner with the broader FP&A team and engineering leaders across the organization to translate technical usage into clear financial insights that help Spotify stream efficiently at scale. 

This role presents a great opportunity for someone looking to learn about Spotify’s broad range of product features, core technical infrastructure, and evolving cloud technologies. We are looking for someone that enjoys creative thinking, while bringing practical and scalable improvements to the models and presentations we employ in our day-to-day work. 
",,lever
Spotify,"FP&A Analyst, Audiobooks","New York, NY",https://jobs.lever.co/spotify/56d20eb8-a65b-4b0a-9592-4949d09ca1da,"Spotify is seeking a dedicated and driven Analyst to join its Audiobooks FP&A Team. In this critical role, you will partner with various functions across the business to analyze and project the financial impact of deal terms and royalty payments related to Spotify's audiobooks content. 

Through a combination of quantitative analysis, strategic thinking, and data-driven insights, you will play a key role in supporting decision-making within Spotify’s audio content licensing strategy and the company's overall business planning and forecasting processes.

This role offers a unique opportunity to contribute to a rapidly evolving area of Spotify's business, requiring comfort with ambiguity and a growth mindset.
",,lever
Spotify,Global Law Enforcement Response Specialist,Stockholm,https://jobs.lever.co/spotify/c7a0c295-4d30-4247-af0f-171d6e72b46b,"Spotify is looking for a Global Law Enforcement Response Specialist to join our team. In this role, you'll coordinate the global Law Enforcement Response process, ensuring the appropriate handling of requests and the continued development of scalable, accurate and efficient processes. You will also, partnering with cross-functional teams, develop and implement our policies and processes.
",,lever
Spotify,"Global Sr. Manager, Experiential & Content Production","New York, NY",https://jobs.lever.co/spotify/12ee8cee-7192-4704-9f51-029a7d85c732,"We are looking for a passionate experiential live event & content producer that will join our Global Experiential & Content Production org and collaborate with artists, Comms, Content, Brand, and Advertising teams to execute creative and production needs for Spotify IRL activations. The live production expert and producer we seek will build off-platform experiences that connect creators and artists and/or brands with their fans globally, while also bringing Spotify to life on the live stage and/or through activations. 
",,lever
Spotify,"Global Sr. Manager, Experiential & Content Production - Government Affairs","New York, NY",https://jobs.lever.co/spotify/44cede5c-b47f-411a-9a1a-64c279080411,"We are looking for a passionate experiential live event & content producer with Government Affairs expertise who will join our Global Experiential & Content Production org. This role requires specialized experience in navigating political environments, addressing global needs, and related areas. You will collaborate with artists, Comms, Content, Brand, and Advertising teams to execute creative and production needs for Spotify IRL activations. The live production expert and producer we seek will build off-platform experiences that connect creators and artists and/or brands with their fans globally, while also bringing Spotify to life on the live stage and/or through activations. 
",,lever
Spotify,Head of Editorial SEA,Singapore,https://jobs.lever.co/spotify/f59f7c98-24b8-4a7e-b818-c8221349638c,"Spotify is seeking for an experience, culturally attuned leader with expertise in music strategy to lead our music editorial team across Southeast Asia (SEA), Taiwan, and Hong Kong. In this role, you will be responsible for a team of editors, and use your knowledge of music, culture, and audience behavior to craft and implement a regionally resonant editorial vision that drives discovery, deepens engagement, and reinforces Spotify’s role as a tastemaker and cultural force in the music industry.

As a compelling storyteller with a passion for music, you will express a strong editorial personality through creative formats and bring playlists to life in fresh and innovative ways. You will provide deep cultural and musical insights to build highly engaging and cohesive music experiences for listeners, extending beyond playlists, while ensuring an unbiased editorial voice for a wide array of moods, moments, and genres. Additionally, you will drive artist discovery through an extensive editorial ecosystem of playlists and tools, critically assessing music trends and user behaviour to find opportunities and emerging trends. 

Reporting to the regional Head of Music SEA, you will chip in your expertise to various music-related projects within the company, including playlist curation, creative editorial work, and cross-functional collaboration on strategic business initiatives. Analyze business needs, interpret audience behavior, and market trends to drive growth.

You thrive in collaborative environments, demonstrate a great teammate spirit, a passion for performance-oriented analytics, and a proven understanding of Spotify’s role in the music industry both locally and globally. 

You have strong leadership skills, confident in a matrixed environment and working with senior stakeholders. At Spotify, we foster a culture of innovation, collaboration, visibility, and playfulness — underpinned by a strong commitment to continuous learning and self-improvement. We believe in experimenting boldly, sharing feedback openly, and always aspiring to set the standard.

",,lever
Spotify,"Full Stack Software Engineer, Analytics Platform",Toronto,https://jobs.lever.co/spotify/d4572e14-fa9b-4101-89ec-8eae93e4a6df,"We are looking for a Full Stack Engineer to join our team of hardworking and talented engineers building the next set of integrated data science and machine learning tools. By joining the Analytics Platform organization, you’ll be a key contributor in making the systems that power our analytics, insights, and machine learning efforts more reliable and effective. You will work on products that touch thousands of Spotifiers, and by extension, millions of Spotify listeners. 
",machine learning,lever
Spotify,iOS Engineer - Social Experiences,Stockholm,https://jobs.lever.co/spotify/8f234825-929f-41ec-bf71-60bbbf2e1562,"At Spotify, we’re reimagining how people connect through music and audio. As an iOS Engineer focused on the core experience, you’ll help shape the way millions of listeners express themselves, share, and interact with others on Spotify. Our mission is to build a safe, inclusive, and engaging social environment within the app - one where creativity and connection thrive.

Recently, we launched in-app sharing and messaging, a new feature that represents a major step toward making Spotify a more social platform. Now, we’re looking for an iOS Engineer who is excited about designing and building user-centric experiences that bring people closer through music and conversation. This is your chance to help define the future of social interaction at Spotify.
",,lever
Spotify,Editorial Lead India,Mumbai,https://jobs.lever.co/spotify/2a430c46-c6ce-4577-8308-32def274376f,"As the Head of Editorial - India, you are at the confluence of music and business for Spotify India. You will lead a team of editors and leverage your music, business and consumer insights to drive Spotify India’s business objectives in the market. Using your insights and analytical skills, you will develop and implement the India music strategy and build long term value for Spotify. You are a strong leader, have demonstrated people management experience and have performed well in roles that bring together your creative and business skills. 


This position is based in Mumbai and will report to the Head of Music & Podcasts, India.


You will contribute your expertise to various areas within the company, including managing the playlist ecosystem, growing new genres and sounds, working with marketing and advertising sales projects and cross-functional collaboration with different teams in India and globally.


You will provide deep cultural and musical insights to create highly engaging and cohesive music experiences for listeners while ensuring an unbiased editorial voice for a wide array of moods, moments, and genres. Additionally, you will drive artist discovery through an extensive editorial ecosystem of playlists and tools, critically assessing music trends and user behaviour
to identify opportunities and emerging trends.


You would have demonstrated strong business management skills and leadership qualities, a team player spirit, acumen for analytics and leveraged them for business objectives. You also come with a solid understanding of Spotify’s role in the music industry both locally and globally.


As the Head of Editorial, you are expected to have strong business skills and use them to make data-informed decisions that impact Spotify’s business in India.

",,lever
Spotify,Junior Data Engineer - Revenue Platform,London,https://jobs.lever.co/spotify/5d36b6f4-e89d-4a01-985c-59a184080440,"At Spotify, we're building the revenue platform that drives how revenue and taxes are processed across the company — enabling reliable, scalable financial operations across every market, product line, and partner. Our systems are essential to Spotify’s ability to earn, track, and report revenue and taxes, supporting everything from subscriptions and advertising to creator payouts.

As engineers on this team, we design and maintain the backend and data platform capabilities that power millions of transactions each day with precision. We build services that handle tax calculations, produce compliant financial records, and support regulatory requirements across global markets — all while staying agile to keep up with Spotify’s evolving business models. We equip Finance teams with flexible, configurable tools that govern how revenue and taxes are applied across products, enabling rapid adjustments without needing deep technical expertise. Our modular, process-oriented components simplify the development, maintenance, and scaling of the critical Order to Cash enterprise process that underpin Spotify’s financial operations.
",,lever
