title,company,city,country,location,skills,type,salary,salary_min,salary_max,published,ai
Principal Data/AI Enterprise Architect,ServiceNow,"Chicago, IL",USA,"Chicago, IL, USA","Machine Learning,ML Ops,Data Lakes,Data Science,Data Engineer,Big Data,Data Architect,Data Governance,Research,IOS,Computer Science,Architecture,Security,Automation,Deployment,Transformation",Full Time,,0,0,2024-10-21T22:13:23.27Z,True
Principal Data/AI Enterprise Architect,ServiceNow,"Addison, IL",USA,"Addison, IL, USA","Machine Learning,ML Ops,Data Lakes,Data Science,Data Engineer,Big Data,Data Architect,Data Governance,Research,IOS,Computer Science,Architecture,Security,Automation,Deployment,Transformation",Full Time,,0,0,2024-10-21T22:13:16.672Z,True
Principal Data/AI Enterprise Architect,ServiceNow,"Atlanta, GA",USA,"Atlanta, GA, USA","Machine Learning,ML Ops,Data Lakes,Data Science,Data Engineer,Big Data,Data Architect,Data Governance,Research,IOS,Computer Science,Architecture,Security,Automation,Deployment,Transformation",Full Time,,0,0,2024-10-21T22:13:10.553Z,True
Principal Data/AI Enterprise Architect,ServiceNow,"Orlando, FL",USA,"Orlando, FL, USA","Machine Learning,ML Ops,Data Lakes,Data Science,Data Engineer,Big Data,Data Architect,Data Governance,Research,IOS,Computer Science,Architecture,Security,Automation,Deployment,Transformation",Full Time,,0,0,2024-10-21T22:13:03.629Z,True
"New College Grad Staff Engineer, Software Development Engineering",Western Digital,"Milpitas, CA",USA,"Milpitas, CA, USA","Machine Learning,Frontend,Backend,Python,Tensorflow,PyTorch,Cloud,JavaScript,Scikit-learn,React,Data Science,Deep Learning,Scipy,Research,Computer Science,Infrastructure,Storage,Quantitative,Gaming,Statistics,Mathematics",Full Time,"$112,795-$159,800 annually",112795,159800,2024-10-21T22:02:59.761Z,True
Solution Architect - CSP Cloud,NVIDIA,,China,", China","Machine Learning,Python,Cloud,C++,Data Science,Deep Learning,Neural networks,Research,Computer Science,Architecture,Mathematics",Full Time,,0,0,2024-10-21T18:05:28.334Z,True
Deep Researcher,WorldQuant,,Korea,", Korea","Python,SQL,C++,Time Series,Data Science,Data Engineer,Database,Data Exploration,Research,Computer Science,Security,MBA,Business Administration,Operations Research,International Relations,Quantitative",,,0,0,2024-10-21T12:13:02.948Z,True
"Senior Manager, Data Science",Visa,Kuala Lumpur,Malaysia,"Kuala Lumpur, Malaysia","Python,SQL,Hadoop,Feature Engineering,Data Science,Hive,Neural networks,Clustering,Data Exploration,Decision Trees,Logistic Regression,Support Vector Machines,Random Forests,Principal Component Analysis,Computer Science,Quantitative,Statistics,Mathematics",Full Time,,0,0,2024-10-18T22:21:19.222Z,True
Junior Market Research Data Analyst,NielsenIQ,Sofia,Bulgaria,"Sofia, Bulgaria","Python,SQL,R,Data Science,Data Analysis,Big Data,Research",Full Time,,0,0,2024-10-18T22:21:08.002Z,True
Data Science Executive,NielsenIQ,Sharjah,UAE,"Sharjah, UAE","Python,SQL,Git,Tableau,SCALA,Data Science,Research,Automation,Statistics,Mathematics,Power BI",Full Time,,0,0,2024-10-18T22:21:02.832Z,True
Data Scientist (EN-MME-EDM-2024-175-GRAE),CERN,Geneva,Switzerland,"Geneva, Switzerland","Cloud,Data Science,Research,Project Management,HTTP",Full Time,5134-5647 Swiss Francs monthly.,61608,67764,2024-10-18T22:20:52.35Z,True
Big Data Engineer- Analytics,Avaloq,Pune,India,"Pune, India","Testing,Python,SQL,Cloud,Java,Agile,Kubernetes,Kafka,Data Science,Data Engineer,Big Data,Data Governance,Research,Computer Science,Product Management",Full Time,,0,0,2024-10-18T22:20:41.93Z,True
Data Copywriter,Hiflylabs,Budapest,Hungary,"Budapest, Hungary","Rest,Data Science,Data Engineer",Freelancer,,0,0,2024-10-18T22:20:06.197Z,True
Senior Data Engineer with GCP,Endava,Krakow,Poland,"Krakow, Poland","Machine Learning,Python,SQL,ML Ops,Data Lakes,Java,C++,C#,Docker,GCP,Tableau,Apache,R,Data Science,Data Engineer,Big Data,Data Infrastructure,Architecture,Security,Automation,NOSQL,Airflow,Servers,Power BI,Looker",Full Time,,0,0,2024-10-18T22:19:20.984Z,True
Senior Data Engineer with GCP,Endava,Warsaw,Poland,"Warsaw, Poland","Machine Learning,Python,SQL,ML Ops,Data Lakes,Java,C++,C#,Docker,GCP,Tableau,Apache,R,Data Science,Data Engineer,Big Data,Data Infrastructure,Architecture,Security,Automation,NOSQL,Airflow,Servers,Power BI,Looker",Full Time,,0,0,2024-10-18T22:19:15.699Z,True
Senior Data Engineer with GCP,Endava,,Poland,", Poland","Machine Learning,Python,SQL,ML Ops,Data Lakes,Java,C++,C#,Docker,GCP,Tableau,Apache,R,Data Science,Data Engineer,Big Data,Data Infrastructure,Architecture,Security,Automation,NOSQL,Airflow,Servers,Power BI,Looker",Full Time,,0,0,2024-10-18T22:19:10.272Z,True
Senior Data Engineer with GCP,Endava,,Poland,", Poland","Machine Learning,Python,SQL,ML Ops,Data Lakes,Java,C++,C#,Docker,GCP,Tableau,Apache,R,Data Science,Data Engineer,Big Data,Data Infrastructure,Architecture,Security,Automation,NOSQL,Airflow,Servers,Power BI,Looker",Full Time,,0,0,2024-10-18T22:19:05.05Z,True
Data Analyst Intern - 2025 Summer Internship Program,Verisk,London,UK,"London, UK","Machine Learning,GO,Data Science,Research,Automation,Quantitative,HTTP",Part Time,,0,0,2024-10-18T22:18:43.881Z,True
Global Data Scientist,JACOBS DOUWE EGBERTS,Utrecht,Netherlands,"Utrecht, Netherlands","Machine Learning,Python,SQL,R,Data Science,Database,Data Collection,Support Vector Machines,Naive Bayes,AD,Computer Science,Deployment,NOSQL,Statistics,Power BI",Full Time,,0,0,2024-10-18T22:18:23.788Z,True
Data Scientist,Vattenfall,Amsterdam,Netherlands,"Amsterdam, Netherlands","Machine Learning,Python,Agile,API,CICD,Git,Devops,Data Science,Security,Code Reviews,Quantitative,Statistics,Mathematics",Full Time,€4300-€5400 monthly.,51600,64800,2024-10-18T22:18:13.498Z,True
Data Analytics Manager,Visa,London,,"London, ","Python,Hadoop,Scripting,Tableau,R,Data Science,Data Analysis,Hive,Anomaly Detection,IOS,Computer Science,Quantitative,Statistics,Mathematics,Power BI",Full Time,,0,0,2024-10-18T22:15:29.905Z,True
Lead Data Engineer,Blend360,"Columbia, MO",USA,"Columbia, MO, USA","SQL,Hadoop,Agile,API,CICD,AWS,GCP,Azure,Git,Data Science,Data Engineer,PySpark,Dask,Architecture,Distributed Systems,SnowFlake,DynamoDB",Full Time,,0,0,2024-10-18T22:15:03.036Z,True
Sr. Data Engineer,NBCUniversal,,USA,", USA","Machine Learning,Python,Generative AI,Cloud,Feature Engineering,CICD,Data Science,Data Engineer,Deep Learning,RAG,Research,IOS,Computer Science,Architecture,Security,Product Management,Deployment,Storage,SME,Quantitative,UX,Statistics,Mathematics,Airflow",Full Time,"$115,000 - $145,000 annually",115000,145000,2024-10-18T22:14:32.324Z,True
Data Solutions Architect – Senior Manager – AI & Data,Deloitte,Cape Town,South Africa,"Cape Town, South Africa","Python,SQL,ML Ops,Cloud,Agile,AWS,GCP,Azure,Objective-C,Devops,Data Science,Data Engineer,Data Architect,Data Modelling,Research,Architecture,Transformation,SME,Gaming,SnowFlake,Jira,Confluence",Full Time,,0,0,2024-10-18T22:14:16.199Z,True
Data Solutions Architect GCP – Senior Manager – AI & Data,Deloitte,Midrand,South Africa,"Midrand, South Africa","Python,SQL,ML Ops,Cloud,Agile,GCP,Objective-C,Devops,Data Science,Data Engineer,Data Architect,Data Modelling,Research,Architecture,Transformation,SME,Gaming,Jira,Confluence",Full Time,,0,0,2024-10-18T22:14:11.157Z,True
Data Engineer – Tech Lead Manager – AI & Data,Deloitte,Midrand,South Africa,"Midrand, South Africa","Cloud,PostGres,Objective-C,Data Science,Data Engineer,Database,Hive,Data Factory,Architecture,Transformation,Code Reviews,NOSQL,Gaming,Power BI,SQL Server",Full Time,,0,0,2024-10-18T22:14:06.253Z,True
Staff Data Engineer- GenAI,Visa,,USA,", USA","Hadoop,Agile,CICD,Rest,MySQL,Redis,Data Science,Data Engineer,Big Data,Computer Science,Code Reviews,MBA,NOSQL",Full Time,"$155,300-$225,300 annually",155300,225300,2024-10-18T22:13:42.475Z,True
Business Intelligence Engineer III,SIXT,Bangalore,India,"Bangalore, India","Testing,SQL,Cloud,Agile,Scripting,AWS,Rest,Data Science,Hive,Data Modelling,Computer Science,Infrastructure,Quantitative,RedShift",Full Time,,0,0,2024-10-18T22:13:26.368Z,True
Business Intelligence Analyst (German Language),Jobs for Humanity,,India,", India","SQL,Data Science,Data Engineer,Big Data,Data Modelling,AD,Security,Deployment,Transformation,Quantitative,Statistics,Power BI",Full Time,,0,0,2024-10-18T22:13:11.934Z,True
Data Engineer with Databricks,Derex Technologies Inc,"Dallas, TX",USA,"Dallas, TX, USA","Machine Learning,Python,Hadoop,Data Lakes,Java,CICD,Docker,Devops,Data Science,Data Engineer,Big Data,Data Architect,Data Governance,DataBricks,Computer Science,Architecture,Security,Infrastructure,NOSQL",Full Time,,0,0,2024-10-18T22:09:49.884Z,True
Machine Learning Engineer,Inetum,Nantes,France,"Nantes, France","Machine Learning,Testing,Python,Tensorflow,PyTorch,Scikit-learn,Data Science",Temporary,,0,0,2024-10-18T22:02:33.344Z,True
Machine Learning Engineer,Inetum,Lyon,France,"Lyon, France","Machine Learning,Testing,Python,Tensorflow,PyTorch,Scikit-learn,Data Science",Temporary,,0,0,2024-10-18T22:02:22.731Z,True
Sr. Machine Learning Scientist,Visa,,USA,", USA","Machine Learning,Testing,Python,SQL,PyTorch,Generative AI,Hadoop,Data Mining,Agile,SCALA,Data Science,Data Engineer,Deep Learning,Big Data,Database,Hive,Neural networks,Jupyter Notebook,ML Scientist,Decision Trees,MapReduce,Knowledge Graphs,Computer Science,Architecture,Deployment,Storage,MBA,Linux,Statistics,Airflow",Full Time,"$129,400-$182,750 annually",129400,182750,2024-10-18T22:01:27.502Z,True
Machine Learning Engineer,SIXT,Lisbon,Portugal,"Lisbon, Portugal","Machine Learning,Python,ML Ops,Kubernetes,Docker,Terraform,Devops,Data Science,Data Engineer,Database,CI",Full Time,,0,0,2024-10-18T22:01:22.121Z,True
Staff Machine Learning Engineer,ServiceNow,"San Diego, CA",USA,"San Diego, CA, USA","Machine Learning,Python,LLMs,JavaScript,Feature Engineering,SageMaker,HuggingFace,Vector Database,Langchain,Agile,AWS,Azure,Data Science,Data Architect,Computer Science,Architecture,Product Management",Full Time,"$149,200-$261,200 annually",149200,261200,2024-10-18T22:00:57.427Z,True
Principal Machine Learning Engineer (RAG Pipeline Optimization),Palo Alto Networks,"Santa Clara, CA",USA,"Santa Clara, CA, USA","Machine Learning,Python,NLP,LLMs,Java,Data Science,Forecasting,Anomaly Detection,Recommender Systems,RAG,Computer Science,Mathematics",Full Time,$151000-$210500 annually,151000,210500,2024-10-18T22:00:37.374Z,True
Senior Data Analyst,Jobs for Humanity,"Jacksonville, FL",USA,"Jacksonville, FL, USA","SQL,Data Mining,Data Science,Data Engineer,Data Analysis,Data Governance,Computer Science,Security,Infrastructure,Product Development,Statistics",Full Time,"$84,720-$142,320 annually.",84720,142320,2024-10-17T22:21:08.295Z,True
Senior Data Analyst,Jobs for Humanity,,USA,", USA","SQL,Data Mining,Data Science,Data Engineer,Data Analysis,Data Governance,Computer Science,Security,Infrastructure,Product Development,Statistics",Full Time,"$84,720-$142,320 annually",84720,142320,2024-10-17T22:21:02.205Z,True
Senior Data Scientist (H/F),Believe,Paris,France,"Paris, France","Machine Learning,Testing,Python,SQL,Transformers,SageMaker,CICD,AWS,Vue.js,Data Science,Data Engineer,SnowFlake",Full Time,,0,0,2024-10-17T22:19:54.569Z,True
(Senior) Data Analyst (m/w/x),REWE International Dienstleistungsgesellschaft m.b.H,,Austria,", Austria","Python,Git,R,Data Science,SnowFlake,Power BI,Oracle",Vollzeit,"€48,000 annually.",48000,48000,2024-10-17T22:19:44.678Z,True
Data Scientist - VPR - Rotterdam,Vitol,Rotterdam,Netherlands,"Rotterdam, Netherlands","Python,SQL,CICD,Git,Data Science,Database,Data Collection,Storage,Mathematics",Full Time,,0,0,2024-10-17T22:19:34.424Z,True
Data Science Analyst,Visa,Warsaw,Poland,"Warsaw, Poland","Testing,Python,SQL,R,Data Science,Computer Science,Product Management,Statistics",Full Time,,0,0,2024-10-17T22:19:17.024Z,True
"Data Scientist (Analytics), Support, Workforce Management",Wolt,Berlin,Germany,"Berlin, Germany","Python,SQL,Time Series,Tableau,IOS SDK,Data Science,Forecasting,Data Exploration,Research,IOS,Computer Science,Product Development,Android,Statistics,Mathematics,Airflow,Looker",Full Time,,0,0,2024-10-17T22:19:01.966Z,True
"Data Scientist (Analytics), Support, Workforce Management",Wolt,Helsinki,Finland,"Helsinki, Finland","Python,SQL,Time Series,Tableau,IOS SDK,Data Science,Forecasting,Data Exploration,Research,IOS,Computer Science,Product Development,Android,Statistics,Mathematics,Airflow,Looker",Full Time,,0,0,2024-10-17T22:18:56.445Z,True
Process Engineering Data Architect,Brightspeed,"Charlotte, NC",USA,"Charlotte, NC, USA","Machine Learning,Backend,Python,SQL,Tensorflow,PyTorch,Hadoop,Java,PostGres,MySQL,Tableau,Data Science,Data Engineer,Data Analysis,Big Data,Database,Data Architect,Data Infrastructure,Computer Science,Security,Automation,Transformation,Storage,SnowFlake,Statistics,Power BI,RedShift",Full Time,,0,0,2024-10-17T22:17:39.197Z,True
Projekt Data Analyst (m/w/d),REWE International Dienstleistungsgesellschaft m.b.H,Wiener Neudorf,Austria,"Wiener Neudorf, Austria","Data Science,IOS,Power BI",Full Time,"€36,800-€36,800 annually.",36800,36800,2024-10-17T22:17:27.76Z,True
Senior Data Scientist,Endava,Medellin,,"Medellin, ","Machine Learning,Python,SQL,NLP,Tensorflow,PyTorch,Generative AI,Cloud,SageMaker,AWS,Azure,Tableau,Data Science,Computer Vision,Servers,Power BI",Full Time,,0,0,2024-10-17T22:17:22.724Z,True
Consultant Data Marketing (H-F),Labelium,Paris,France,"Paris, France","Python,SQL,Cloud,AWS,GCP,Azure,Vue.js,R,Data Science,IOS,Transformation",Temporary,$40000-$45000 annually,40000,45000,2024-10-17T22:15:13.006Z,True
Sr. Analyst - Data & Analytics,A Place For Mom,"New York, NY",USA,"New York, NY, USA","Testing,SQL,Tableau,Data Science,Data Analysis,DataBricks,Data Exploration,AD,Computer Science,Google Analytics,Quantitative,Statistics,BigQuery",Full Time,"$95,000-$105,000 annually.",95000,105000,2024-10-17T22:14:56.283Z,True
Senior Data Engineer,Endava,Warsaw,Poland,"Warsaw, Poland","Machine Learning,Python,SQL,ML Ops,Data Lakes,Java,C++,C#,Docker,Tableau,Apache,R,Data Science,Data Engineer,Big Data,Data Infrastructure,Architecture,Security,Automation,NOSQL,Airflow,Servers,Power BI,Looker",Full Time,,0,0,2024-10-17T22:14:40.495Z,True
Senior Data Engineer,Endava,,Poland,", Poland","Machine Learning,Python,SQL,ML Ops,Data Lakes,Java,C++,C#,Docker,Tableau,Apache,R,Data Science,Data Engineer,Big Data,Data Infrastructure,Architecture,Security,Automation,NOSQL,Airflow,Servers,Power BI,Looker",Full Time,,0,0,2024-10-17T22:14:35.259Z,True
Senior Data Engineer,Endava,,Poland,", Poland","Machine Learning,Python,SQL,ML Ops,Data Lakes,Java,C++,C#,Docker,Tableau,Apache,R,Data Science,Data Engineer,Big Data,Data Infrastructure,Architecture,Security,Automation,NOSQL,Airflow,Servers,Power BI,Looker",Full Time,,0,0,2024-10-17T22:14:30.119Z,True
Senior Data Engineer,Endava,,Poland,", Poland","Machine Learning,Python,SQL,ML Ops,Data Lakes,Java,C++,C#,Docker,Tableau,Apache,R,Data Science,Data Engineer,Big Data,Data Infrastructure,Architecture,Security,Automation,NOSQL,Airflow,Servers,Power BI,Looker",Full Time,,0,0,2024-10-17T22:14:23.838Z,True
GCP Senior Data Engineer,Endava,Bogota,Colombia,"Bogota, Colombia","Machine Learning,Python,SQL,ML Ops,Data Lakes,Java,C++,C#,Docker,GCP,Tableau,Apache,Data Science,Data Engineer,Big Data,Data Infrastructure,Architecture,Security,Automation,NOSQL,Airflow,Servers,Power BI,Looker",Full Time,,0,0,2024-10-17T22:14:18.84Z,True
Senior Data Engineer,M3USA,Bangalore,India,"Bangalore, India","Python,Cloud,Agile,AWS,GCP,Azure,PostGres,Data Science,Data Engineer,Database,Data Architect,Data Infrastructure,Research,Computer Science,Architecture,Security,Power BI,Oracle,SQL Server",Full Time,,0,0,2024-10-17T22:14:13.665Z,True
Data Engineer - Hybrid,ISAAC Instruments,,Canada,", Canada","Testing,Python,SQL,C++,C#,Scripting,Azure,PostGres,SCALA,Data Science,Data Engineer,Data Infrastructure,Computer Science,Architecture,Transformation,Reliability,NOSQL,Bash",Full Time,,0,0,2024-10-17T22:13:57.468Z,True
Associate Data Scientist,Adtalem Global Education,"Minneapolis, MN",USA,"Minneapolis, MN, USA","Machine Learning,Testing,Python,Data Mining,JavaScript,Scripting,Data Science,Support Vector Machines,Naive Bayes,SnowFlake,Statistics,Oracle,SQL Server",Full Time,"$54,000-$94,000 annually.",54000,94000,2024-10-17T22:13:52.413Z,True
GenAI Powered Multimedia Specialist,Bosch Group,"Sunnyvale, CA",USA,"Sunnyvale, CA, USA","Machine Learning,NLP,Robotics,Generative AI,Cloud,Explainable Ai,Midjourney,Data Science,Data Analysis,Big Data,Research,Computer Science,UX,Mathematics,MS Office",Full Time,"$125,000-$145,000 annually",125000,145000,2024-10-17T22:13:22.776Z,True
IT / Web Scrapping / QA Tester Internship / A.I. Automation - WFH/Remote Work,Seeka Technology,Petaling Jaya,,"Petaling Jaya, ","Machine Learning,Full Stack,Python,SQL,NLP,Cloud,Java,HTML,QA,Devops,Data Science,Deep Learning,Pycharm,Research,Automation,Project Management,Jira",Intern,,0,0,2024-10-17T22:13:17.372Z,True
Product Manager - Data&AI,Allegro,Warsaw,Poland,"Warsaw, Poland","Machine Learning,ML Ops,Cloud,Agile,GCP,Data Science,Data Analysis,Big Data,Computer Science,Product Management,Product Development,Open Source",Full Time,,0,0,2024-10-17T22:13:07.253Z,True
Senior AI & Data Consultant (Financial services),Hiflylabs,Budapest,Hungary,"Budapest, Hungary","Machine Learning,Generative AI,Rest,Tableau,Data Science,Data Engineer,Research,Power BI",Full Time,,0,0,2024-10-17T22:12:56.751Z,True
"Senior AI & Data Consultant (Energy, Oil & Gas)",Hiflylabs,Budapest,Hungary,"Budapest, Hungary","Rest,Data Science,Data Engineer,Research",Full Time,,0,0,2024-10-17T22:12:51.254Z,True
"Director, Business Intelligence",Blend360,"Columbia, MO",USA,"Columbia, MO, USA","Hadoop,Cloud,Azure,Tableau,Data Science,Big Data,Database,Automation,SME,SnowFlake,Project Management,Power BI,RedShift,Looker,MS SQL",Full Time,,0,0,2024-10-17T22:12:02.828Z,True
Data Scientist Lead for Projects,Bosch Group,,India,", India","Machine Learning,Python,Data Science,Machine Intelligence,Computer Science,Deployment,Statistics",Full Time,,0,0,2024-10-17T22:11:51.351Z,True
Data Scientist | Fully Remote US,HireVue Inc,,Jordan,", Jordan","Machine Learning,Python,NLP,Pandas,GO,Embeddings,Scikit-learn,Scripting,Vue.js,Chatbot,Data Science,NumPy,Conversational AI,Recommender Systems,Research,Computer Science,Security,Quantitative,Statistics,Mathematics",Full Time,,0,0,2024-10-17T22:04:27.36Z,True
Machine Learning Scientist (Material Simulation),Materials Nexus,London,,"London, ","Machine Learning,PyTorch,Cloud,JavaScript,C++,Docker,Data Science,ML Scientist,Julia,Reliability",Full Time,,0,0,2024-10-17T22:02:09.203Z,True
Machine Learning Engineer - HR BU,ServiceNow,Hyderabad,India,"Hyderabad, India","Machine Learning,Python,SQL,Java,SageMaker,API,AWS,Kubernetes,Docker,Terraform,Devops,Data Science,Data Engineer,Database,Infrastructure,Automation,Deployment,SME",Full Time,,0,0,2024-10-17T22:01:34.761Z,True
Principal Machine Learning Engineer  (URL Filtering Data Science),Palo Alto Networks,"Santa Clara, CA",USA,"Santa Clara, CA, USA","Machine Learning,Backend,Python,NLP,LLMs,Tensorflow,PyTorch,Cloud,Transformers,Keras,Java,Scikit-learn,AWS,Kubernetes,Docker,MySQL,MongoDB,KubeFlow,Data Science,Deep Learning,Big Data,Database,Research,Computer Science,Architecture,Security,Product Management,Distributed Systems,Linux",Full Time,$179000-$230000 annually,179000,230000,2024-10-17T22:01:22.39Z,True
Digital Solutions IT Data Engineer,Continental,Lousado,Portugal,"Lousado, Portugal","Backend,Python,Java,C#,Agile,CICD,PostGres,Apache,Scrum,UI,Data Science,Data Engineer,Big Data,Hive,Computer Science,UX,Jenkins",Full Time,,0,0,2024-10-16T22:24:53.278Z,True
Big Data Engineer- Analytics,Avaloq,Pune,India,"Pune, India","Testing,Python,SQL,Cloud,Java,Agile,Kubernetes,Kafka,Data Science,Data Engineer,Big Data,Data Governance,Research,Computer Science,Product Management",Full Time,,0,0,2024-10-16T22:24:41.5Z,True
Stage IT – DataOps : Collecte et Rationalisation des Données de Configuration de Communication Véhicule au sein de l'équipe IT – Continuous Automation & Tools,Bosch Group,,France,", France","Python,SQL,Transformers,Agile,Scrum,R,XML,Devops,Data Science,Automation,Transformation,CI,NOSQL,JSON",Temporary,,0,0,2024-10-16T22:24:24.148Z,True
"Senior Data Scientist, Support (NLP)",Wolt,Helsinki,Finland,"Helsinki, Finland","Machine Learning,NLP,LLMs,Data Science,Automation,Deployment,Product Development,UX,Statistics",Full Time,,0,0,2024-10-16T22:23:49.278Z,True
"Senior Data Scientist, Support (NLP)",Wolt,Stockholm,Sweden,"Stockholm, Sweden","Machine Learning,NLP,LLMs,Data Science,Automation,Deployment,Product Development,UX,Statistics",Full Time,,0,0,2024-10-16T22:23:43.92Z,True
"Senior Data Scientist, Support (NLP)",Wolt,Berlin,Germany,"Berlin, Germany","Machine Learning,NLP,LLMs,Data Science,Automation,Deployment,Product Development,UX,Statistics",Full Time,,0,0,2024-10-16T22:23:38.91Z,True
Senior Data Engineer,Adtalem Global Education,"Chicago, IL",USA,"Chicago, IL, USA","Python,SQL,Cloud,Agile,API,CICD,Rest,GCP,Kafka,Data Science,Data Engineer,Data Governance,Computer Science,Reliability,Airflow,BigQuery",Full Time,"$85,000-$149,000 annually",85000,149000,2024-10-16T22:21:15.837Z,True
Associate Data Scientist,Adtalem Global Education,"Minneapolis, MN",USA,"Minneapolis, MN, USA","Machine Learning,Testing,Python,Data Mining,JavaScript,Scripting,Data Science,Support Vector Machines,Naive Bayes,SnowFlake,Statistics,Oracle,SQL Server",Full Time,"$54,000-$94,000 annually",54000,94000,2024-10-16T22:21:09.209Z,True
"New College Graduate, Data Engineer (May 2024 - Dec 2024 Grads Only)",Western Digital,"San Jose, CA",USA,"San Jose, CA, USA","Python,NLP,Generative AI,Cloud,Java,JavaScript,C++,CICD,AWS,Docker,GCP,Git,R,Data Science,Data Engineer,Database,Research,IOS,Computer Science,Infrastructure,Storage,SME,Gaming,Jenkins",Full Time,$126935-$179800 annually,126935,179800,2024-10-16T22:18:37.168Z,True
Senior Data Engineer- Data Science Platform,Visa,,USA,", USA","Machine Learning,Full Stack,Python,Generative AI,Java,Agile,API,QA,Kubernetes,Docker,Angular,Scrum,Devops,React,Data Science,Data Engineer,Debugging,Code Reviews,MBA,Distributed Systems,CI",Full Time,"$129,400-$182,750 annually",129400,182750,2024-10-16T22:17:44.52Z,True
Senior Data Engineer,Experian,Heredia,,"Heredia, ","Python,SQL,Cloud,Prompt Engineering,Agile,AWS,Tableau,Apache,S3,Data Science,Data Engineer,Data Architect,Data Governance,Computer Science,Architecture,Infrastructure,Automation,Transformation,Reliability,Quantitative,Statistics,Mathematics,Flow,Airflow,RedShift",Full Time,,0,0,2024-10-16T22:17:39.645Z,True
"Senior Software Engineer (Java, Big Data Team) - Data&AI",Allegro,,Poland,", Poland","Machine Learning,Cloud,Java,CICD,GCP,Kafka,SCALA,Data Science,Data Engineer,Big Data,Research,IOS,Product Development,Distributed Systems,Open Source,Linux,Unix,BigQuery",Full Time,"18,400-25,410 PLN annually.",18400,25410,2024-10-16T22:16:16.78Z,True
"Senior Software Engineer (Java, Big Data Team) - Data&AI",Allegro,,Poland,", Poland","Machine Learning,Cloud,Java,CICD,GCP,Kafka,SCALA,Data Science,Data Engineer,Big Data,Research,IOS,Product Development,Distributed Systems,Open Source,Linux,Unix,BigQuery",Pełny etat,"18,400 - 25,410 PLN annually",18400,25410,2024-10-16T22:16:11.451Z,True
