title,company,city,country,location,skills,type,salary,salary_min,salary_max,published,ai
"Engineering Manager, AI & ML",PitchBook Data,"Seattle, WA",USA,"Seattle, WA, USA","Machine Learning,Python,SQL,NLP,LLMs,Generative AI,ML Ops,Cloud,Transformers,Semantic Search,Agile,Kubernetes,Docker,Kafka,Apache,Data Science,Data Collection,Data Architect,Data Governance,Research,IOS,Computer Science,Architecture,Security,Product Management,Deployment,Reliability,UX,SnowFlake,Mathematics,Airflow,JSON",Full Time,"$240,000-$300,000 annually",240000,300000,2025-07-27T12:18:54.579Z,True
Research Engineer/Scientist - Reinforcement Learning for End-to-End Autonomous Systems,Bosch Group,"Sunnyvale, CA",USA,"Sunnyvale, CA, USA","Machine Learning,Python,NLP,Tensorflow,PyTorch,Robotics,Cloud,Transformers,C++,Diffusion Models,Rust,Explainable Ai,Data Science,Deep Learning,Big Data,Computer Vision,Reinforcement Learning,Motion Planning,Research,AD,Computer Science,Architecture,Automation",Full Time,"$160,000-$200,000 annually",160000,200000,2025-07-26T22:00:17.152Z,True
"Senior Data Scientist, Analytics",Discord,San Francisco,United States,"San Francisco, United States","Testing,Tableau,Data Science,IOS,Infrastructure,UX,Gaming,Mathematics,JSON,Looker,BigQuery",Full Time,"$196,000-$220,500 annually.",196000,220500,2025-07-26T13:56:05.963Z,True
Head of Data Science and Analytics ,DevRev,"Palo Alto, CA",USA,"Palo Alto, CA, USA","Machine Learning,Python,SQL,LLMs,Java,SCALA,Data Science,Data Engineer,Data Architect,Data Governance,Knowledge Graphs,Machine Intelligence,Computer Science,Architecture,Security,Infrastructure,SAAS,Distributed Systems,Mathematics,JSON,BigQuery",Full Time,,0,0,2025-07-26T13:49:43.035Z,True
Staff Data Engineer,Life360,,Canada,", Canada","Python,SQL,Cloud,Java,Agile,CICD,AWS,Terraform,Data Science,Data Engineer,Data Analysis,Data Infrastructure,Data Governance,DataBricks,Computer Science,Architecture,Storage,Open Source,Mathematics,JSON",Remote,"$167,000-$245,000 annually",167000,245000,2025-07-26T13:36:04.163Z,True
"Senior Machine Learning Engineer, BEV Scene Modeling",Torc Robotics,"Ann Arbor, MI",USA,"Ann Arbor, MI, USA","Machine Learning,Python,PyTorch,Robotics,Data Science,Deep Learning,Data Analysis,Computer Vision,Depth Estimation,Research,IOS,Computer Science,Deployment,Reliability,Mathematics,JSON",Full Time,$160800-$193000 annually,160800,193000,2025-07-26T13:33:24.625Z,True
"Senior Machine Learning Engineer, BEV Scene Modeling",Torc Robotics,Montreal,Canada,"Montreal, Canada","Machine Learning,Python,PyTorch,Robotics,Data Science,Deep Learning,Data Analysis,Computer Vision,Depth Estimation,Research,IOS,Computer Science,Deployment,Reliability,Mathematics,JSON",Full Time,,0,0,2025-07-26T13:33:21.195Z,True
Senior AI Scientist,Covera Health,"New York, NY",USA,"New York, NY, USA","Python,NLP,Cloud,Rest,Data Science,Deep Learning,Research,Computer Science,Infrastructure,Statistics,Mathematics,JSON","Remote,Full Time","$170,000-$190,000 annually",170000,190000,2025-07-26T12:53:46.767Z,True
Staff Software Architect,Extend,,,", ","Machine Learning,LLMs,Data Science,Applied ML,Architecture,Infrastructure,Distributed Systems,SME,Mathematics,JSON",Remote,"$189,000-$200,000 annually",189000,200000,2025-07-26T12:51:53.117Z,True
GEN AI and Machine Learning Engineer,SPS-North America,"New York, NY",USA,"New York, NY, USA","Machine Learning,Python,SQL,NLP,LLMs,Tensorflow,PyTorch,ML Ops,Keras,JavaScript,CSS,HTML,Embeddings,Scikit-learn,API,CICD,AWS,Kubernetes,Docker,GCP,Azure,Angular,Django,KubeFlow,React,Data Science,Deep Learning,Database,OpenAI,MLFlow,NLU,OpenCV,Computer Science,Automation,NOSQL,Statistics,Mathematics,JSON",Full Time,$75-$95 annually,75000,95000,2025-07-26T12:41:52.997Z,True
"Full-stack Architect: .NET, Node and GenAI / Data Science",SPS-North America,"New York, NY",USA,"New York, NY, USA","Full Stack,Python,C#,API,CICD,Rest,Azure,Git,Django,React,Data Science,OpenAI,Automation,Deployment,Debugging,Code Reviews,NOSQL,Mathematics,JSON",Full Time,$80-$95 annually,80000,95000,2025-07-26T12:41:49.206Z,True
Data Scientist - Healthcare,Viking Global Investors,New York,United States,"New York, United States","Machine Learning,Python,SQL,Cloud,Tableau,Data Science,Big Data,Research,Quantitative,Statistics,Mathematics,JSON",Full Time,"$150,000-$275,000 annually.",150000,275000,2025-07-26T12:35:31.961Z,True
AI/ LLM Data Engineer,Stylitics,[ ],[ ],"[ ], [ ]","Testing,Python,LLMs,Generative AI,Prompt Engineering,API,Data Science,Data Engineer,Computer Vision,Computer Science,Automation,Product Design,Open Source,Mathematics,JSON",Remote,$150000-$180000 annually,150000,180000,2025-07-26T12:30:10.264Z,True
Senior Data Engineer,People Data Labs,,USA,", USA","Python,Cloud,Pandas,Java,CICD,AWS,GCP,Azure,Kafka,SCALA,Dagster,Data Science,Data Engineer,Data Collection,DataBricks,NumPy,Anomaly Detection,Computer Science,Infrastructure,Transformation,Storage,Quantitative,SnowFlake,Statistics,Mathematics,Airflow,Slack,JSON,RedShift,BigQuery",Remote,$190000-$210000 annually,190000,210000,2025-07-26T12:07:51.842Z,True
Data Engineer,People Data Labs,,USA,", USA","Python,Cloud,Pandas,Java,CICD,AWS,GCP,Azure,Kafka,SCALA,Dagster,Data Science,Data Engineer,Data Collection,DataBricks,NumPy,Anomaly Detection,Computer Science,Infrastructure,Transformation,Storage,Quantitative,SnowFlake,Statistics,Mathematics,Airflow,Slack,JSON,RedShift,BigQuery",Remote,$160-$180K annually,180000,180000,2025-07-26T12:07:48.421Z,True
"Director, Data Science (Machine Learning)",Hungryroot,,,", ","Machine Learning,Python,Pandas,C++,Feature Engineering,XGBoost,Data Science,Data Engineer,DataBricks,NumPy,Clustering,Data Exploration,Decision Trees,LightGBM,Deployment,Operations Research,Statistics,Mathematics,JSON",Remote,"$200,000-$240,000 annually",200000,240000,2025-07-26T12:00:35.873Z,True
Software Engineer - Platform,Voxel,"San Francisco, CA",USA,"San Francisco, CA, USA","Machine Learning,Full Stack,Backend,API,AWS,Kubernetes,Rest,GCP,Azure,Terraform,Kafka,S3,Data Science,Computer Vision,Computer Science,Architecture,Google Analytics,Product Management,Microservices,Distributed Systems",Full Time,"$130,000-$140,000 annually",130000,140000,2025-07-26T05:53:25.035Z,True
Data Scientist,Prosper,,USA,", USA","Machine Learning,Python,SQL,S3,Data Science,Database,Research,IOS,Computer Science,Google Analytics,UX,Statistics","Remote,Full Time","$126,000 - $167,000 annually",126000,167000,2025-07-26T05:42:25.817Z,True
Data Analyst (Business Intelligence),Freeosk,,USA,", USA","Machine Learning,SQL,SageMaker,AWS,S3,Data Science,Data Analysis,Google Analytics,Statistics",Full Time,,0,0,2025-07-26T04:42:55.52Z,True
"Analyst, Data and Business Intelligence",Orca Bio,,,", ","SQL,Tableau,S3,Data Science,Data Infrastructure,Forecasting,AD,Google Analytics,Deployment,SME,Statistics,SalesForce,Power BI","Remote,Full Time",,0,0,2025-07-26T04:29:08.673Z,True
"Sr. Data Scientist, Machine Learning",Varo Bank,"New York, NY",USA,"New York, NY, USA","Machine Learning,Python,Tensorflow,PyTorch,Cloud,Pandas,Keras,SageMaker,Scikit-learn,S3,NLTK,Data Science,NumPy,Reinforcement Learning,Neural networks,Matplotlib,ML Scientist,Recommender Systems,Computer Science,Google Analytics,Operations Research,Quantitative,Statistics",Full Time,"$130,000-$180,000 annually",130000,180000,2025-07-26T04:10:22.395Z,True
"Data Engineer ( Azure Databricks, Pyspark, Python, Airflow ) - 3 to 6 years ",NielsenIQ,Chennai,India,"Chennai, India","Machine Learning,Python,SQL,Cloud,Pandas,Agile,CICD,Kubernetes,Docker,Git,PostGres,SCALA,Devops,Data Science,Data Engineer,DataBricks,PySpark,Azure Databricks,Computer Science,Infrastructure,Jenkins,Airflow",Full Time,,0,0,2025-07-25T22:15:23.821Z,True
"Senior Data Engineer ( ( Azure Databricks, Pyspark, Python, Airflow ) - 6 to 10 years only",NielsenIQ,Chennai,India,"Chennai, India","Machine Learning,Python,SQL,Cloud,Pandas,Agile,CICD,Kubernetes,Docker,Git,PostGres,SCALA,Devops,Data Science,Data Engineer,DataBricks,PySpark,Azure Databricks,Computer Science,Infrastructure,Jenkins,Airflow",Full Time,,0,0,2025-07-25T22:15:17.107Z,True
Data Science Executive,NielsenIQ,Petaling Jaya,,"Petaling Jaya, ","Machine Learning,Python,Git,Data Science,Big Data,Research,IOS,Automation,Statistics,Mathematics,Power BI,MS Office",Full Time,,0,0,2025-07-25T22:15:13.997Z,True
Intern - Data Science (Studying Bachelor Degree) - Start onboarding in January 2026,Western Digital,,Thailand,", Thailand","Machine Learning,Python,Cloud,Tableau,Data Science,Big Data,Computer Science,Transformation,Reliability,Storage,Statistics,Power BI,RedShift",Intern,,0,0,2025-07-25T22:15:07.894Z,True
Senior Data Scientist,Blend360,Hyderabad,India,"Hyderabad, India","Machine Learning,Testing,Python,Cloud,Pandas,SageMaker,AWS,GCP,Azure,R,Data Science,NumPy,Deployment,Statistics,Mathematics",Full Time,,0,0,2025-07-25T22:15:04.865Z,True
Mathematiker / Actuarial Data Scientist (m/w/d) im Innendienst,R+V Allgemeine Versicherung AG,Wiesbaden,Germany,"Wiesbaden, Germany","Machine Learning,Testing,Python,Pandas,Scikit-learn,Git,Data Science,NumPy,Supervised Learning",Vollzeit,,0,0,2025-07-25T22:14:48.721Z,True
Head of Data Engineering ,SMG Swiss Marketplace Group,Belgrade,Serbia,"Belgrade, Serbia","Machine Learning,Agile,Azure,Data Science,Data Engineer,Data Architect,Data Infrastructure,Computer Science,Security,Product Management,Deployment,SnowFlake,Mathematics,RedShift,BigQuery",Full Time,,0,0,2025-07-25T22:14:26.47Z,True
"Head of Data Engineering (f/m/d) | 80-100% | Hybrid working model | Zurich, Switzerland",SMG Swiss Marketplace Group,Zurich,Switzerland,"Zurich, Switzerland","Machine Learning,Agile,Azure,Data Science,Data Engineer,Data Architect,Data Infrastructure,Computer Science,Security,Product Management,Deployment,SnowFlake,Mathematics,RedShift,BigQuery",Full Time,,0,0,2025-07-25T22:14:17.397Z,True
Staff Data Engineer,Visa,Warsaw,Poland,"Warsaw, Poland","Machine Learning,ML Ops,Pandas,Java,SageMaker,API,CICD,AWS,Rest,Git,SCALA,KubeFlow,Data Science,Data Engineer,Data Governance,MLFlow,Vertex AI,Dask,Research,Computer Science,Security,Automation,Deployment,Code Reviews,Mathematics,Airflow",Full Time,,0,0,2025-07-25T22:14:11.334Z,True
Staff Data & ML Engineer,Visa,Warsaw,Poland,"Warsaw, Poland","Machine Learning,ML Ops,Pandas,Java,SageMaker,API,CICD,AWS,Rest,Git,SCALA,KubeFlow,Data Science,Data Engineer,Data Governance,MLFlow,Vertex AI,Dask,Research,Computer Science,Security,Automation,Deployment,Code Reviews,Mathematics,Airflow",Full Time,,0,0,2025-07-25T22:14:04.524Z,True
Lead Data Scientist,NielsenIQ,Vadodara,India,"Vadodara, India","Machine Learning,Testing,Python,SQL,Hadoop,Cloud,Time Series,Fine Tuning,Agile,Data Science,Data Collection,Data Architect,Neural networks,Clustering,Data Modelling,Research,Computer Science,Architecture,Product Management,Automation,Product Development,Statistics,Mathematics",Full Time,,0,0,2025-07-25T22:13:39.246Z,True
Data Visualization Designer,OECD,Paris,France,"Paris, France","Testing,Cloud,JavaScript,CSS,HTML,Data Science,Data Analysis,Research,Security,Statistics,JSON",Full Time,"€4,423 monthly.",53076,53076,2025-07-25T22:13:27.387Z,True
DATA ENGINEER H/F,Inetum,,France,", France","Python,Agile,CICD,Git,SCALA,Data Science,Data Engineer,Transformation,SalesForce",Temporary,,0,0,2025-07-25T22:13:08.089Z,True
Treasury Data Analytics Internship,JACOBS DOUWE EGBERTS,Amsterdam,Netherlands,"Amsterdam, Netherlands","Scripting,Data Science,Data Analysis,AD,Automation,Transformation,Power BI",Full Time,€525 monthly.,6300000,6300000,2025-07-25T22:13:05.032Z,True
Head of Data - Acuity Pricing,Informa Group Plc.,London,UK,"London, UK","Python,SQL,Data Science,IOS,Power BI",Full Time,,0,0,2025-07-25T22:13:01.952Z,True
Senior Data Scientist,NielsenIQ,Mumbai,India,"Mumbai, India","Python,SQL,Git,Tableau,SCALA,Data Science,Research,Automation,Statistics,Mathematics,Power BI",Full Time,,0,0,2025-07-25T22:12:52.792Z,True
Data Scientist,NielsenIQ,Baroda,India,"Baroda, India","Python,SQL,R,Data Science,Data Analysis,IOS,Automation,Quantitative,Statistics",Full Time,,0,0,2025-07-25T22:12:46.725Z,True
Senior Data Scientist,NielsenIQ,Vadodara,India,"Vadodara, India","Machine Learning,Python,Git,Tableau,Data Science,Data Analysis,Database,Research,IOS,Statistics,Mathematics,Power BI,Confluence",Full Time,,0,0,2025-07-25T22:12:43.671Z,True
Senior Data Scientist (f/m/x),AUTO1 Group,Berlin,Germany,"Berlin, Germany","Machine Learning,Full Stack,Python,SQL,PyTorch,Cloud,CICD,AWS,GCP,Azure,Git,Data Science,IOS,Deployment,Code Reviews",Full Time,,0,0,2025-07-25T22:12:33.988Z,True
Data Analyst,Mars Capital,Dublin,Ireland,"Dublin, Ireland","Testing,Python,SQL,QA,Data Science,Data Analysis,IOS,AD,Computer Science,Security,Deployment,SME,Quantitative,SnowFlake,Statistics,Mathematics",Full Time,,0,0,2025-07-25T22:11:59.022Z,True
Data Analyst FTC - 6 Months,Mars Capital,Dublin,Ireland,"Dublin, Ireland","Testing,Python,SQL,QA,Data Science,Data Analysis,IOS,AD,Computer Science,Security,Deployment,SME,Quantitative,SnowFlake,Statistics,Mathematics",Full Time,,0,0,2025-07-25T22:11:56Z,True
Senior Manager - Data Analytics,Freshservice,Bangalore,India,"Bangalore, India","Testing,Python,SQL,Tableau,Data Science,Data Engineer,Data Collection,IOS,Google Analytics,Automation,SAAS,Project Management,Statistics,SalesForce,Power BI,Looker",Full Time,,0,0,2025-07-25T22:11:20.019Z,True
Sr. Data Engineer (On-Site),Equinox,"New York, NY",USA,"New York, NY, USA","Python,SQL,Agile,API,QA,Scripting,AWS,S3,Data Science,Data Engineer,Data Governance,Code Reviews,SnowFlake,EC2,RedShift,DynamoDB,Lambda",Full Time,$145000-$175000 annually.,145000,175000,2025-07-25T22:11:16.952Z,True
"Manager, Distribution Measurement & Data Products",NBCUniversal,"New York, NY",USA,"New York, NY, USA","Python,SQL,QA,Tableau,R,Data Science,Data Engineer,IOS,Computer Science,Infrastructure,Product Management,SME,Quantitative,Statistics",Full Time,"$115,000-$140,000 annually",115000,140000,2025-07-25T22:11:11.213Z,True
"Director, Data Analytics & Innovation, Assurance and Advisory (A&A)",CPP Investments,Toronto,Canada,"Toronto, Canada","Machine Learning,Python,SQL,NLP,LLMs,Generative AI,Cloud,Embeddings,AWS,Azure,Objective-C,Data Science,Data Governance,Computer Science,Infrastructure,Automation,Quantitative,Project Management,Mathematics",Full Time,,0,0,2025-07-25T22:11:08.177Z,True
Program Manager – Data Center Construction & Analytics,Turner & Townsend,"New York, NY",USA,"New York, NY, USA","Python,SQL,Cloud,AWS,Tableau,Data Science,DataBricks,Jira,Power BI,Looker,BigQuery",Full Time,$130K-$160K annually,130000,160000,2025-07-25T22:11:02.812Z,True
Data Engineering Manager,Blend360,Bogota,Colombia,"Bogota, Colombia","Testing,Python,SQL,Cloud,CICD,AWS,GCP,Git,Data Science,Data Engineer,Data Architect,DataBricks,Data Factory,Architecture,Security,Automation,Deployment,SnowFlake",Full Time,,0,0,2025-07-25T22:10:35.301Z,True
Data Science Sênior,Experian,Sao Carlos,Brazil,"Sao Carlos, Brazil","Machine Learning,Python,SQL,Tensorflow,PyTorch,Generative AI,ML Ops,Cloud,Time Series,XGBoost,Scikit-learn,CICD,AWS,GCP,Azure,PostGres,Tableau,MongoDB,Unsupervised Learning,Data Science,DataBricks,Forecasting,Supervised Learning,Computer Science,Product Management,Deployment,Statistics,Mathematics",Full Time,,0,0,2025-07-25T22:10:27.705Z,True
Staff Engineer - AI Technology,Syngenta,Pune,India,"Pune, India","LLMs,Cloud,JavaScript,API,AWS,Kubernetes,Rest,Docker,PostGres,MySQL,Redis,GraphQL,Data Science,Database,Computer Science,Architecture,Product Management,Automation,Deployment,Reliability,Microservices,Product Design,Jenkins,SQL Server,DynamoDB",Full Time,,0,0,2025-07-25T22:09:46.805Z,True
Senior Data Scientist - Cyber Analytics & AI Innovation,Visa,Warsaw,Poland,"Warsaw, Poland","Machine Learning,SQL,LLMs,ML Ops,Data Mining,Java,GO,RNNs,Agile,API,AWS,Docker,Azure,Kafka,Redis,Data Science,Deep Learning,Big Data,Neural networks,Clustering,Anomaly Detection,Decision Trees,Computer Science,Architecture,Infrastructure,Deployment,MBA,Distributed Systems,NOSQL,Quantitative,Linux,Statistics,DynamoDB",Full Time,,0,0,2025-07-25T22:09:42.045Z,True
Senior Data Scientist - ML & AI,Visa,Warsaw,Poland,"Warsaw, Poland","Machine Learning,SQL,LLMs,ML Ops,Data Mining,Java,GO,RNNs,Agile,API,AWS,Docker,Azure,Kafka,Redis,Data Science,Deep Learning,Big Data,Neural networks,Clustering,Anomaly Detection,Decision Trees,Computer Science,Architecture,Infrastructure,Deployment,MBA,Distributed Systems,NOSQL,Quantitative,Linux,Statistics,DynamoDB",Full Time,,0,0,2025-07-25T22:09:35.773Z,True
ML Scientist - ML & AI,Visa,Warsaw,Poland,"Warsaw, Poland","Machine Learning,SQL,LLMs,ML Ops,Data Mining,Java,GO,RNNs,Agile,API,AWS,Docker,Azure,Kafka,Redis,Data Science,Deep Learning,Big Data,Neural networks,Clustering,Anomaly Detection,ML Scientist,Decision Trees,Computer Science,Architecture,Infrastructure,Deployment,MBA,Distributed Systems,NOSQL,Quantitative,Linux,Statistics,DynamoDB",Full Time,,0,0,2025-07-25T22:09:29.169Z,True
Manager - Data Science & AI,METRO/MAKRO,Pune,India,"Pune, India","Machine Learning,Python,Tensorflow,PyTorch,Hadoop,Cloud,R,Data Science,Data Engineer,Big Data,Data Governance,Computer Science,Transformation,Project Management",Full Time,,0,0,2025-07-25T22:09:13.026Z,True
Staff Inbound Product Manager – Platform and AI Innovation Solutions,ServiceNow,"Santa Clara, CA",USA,"Santa Clara, CA, USA","Machine Learning,JavaScript,Scripting,Data Science,Research,Product Management,Automation,Transformation,UX",Full Time,$163600-$286300 annually,163600,286300,2025-07-25T22:09:03.348Z,True
Staff Inbound PM - Gen AI Platform and AI Agents,ServiceNow,"San Diego, CA",USA,"San Diego, CA, USA","Machine Learning,Agile,Data Science,Data Analysis,Research,IOS,Product Management,UX",Full Time,"$147,300-$257,800 annually",147300,257800,2025-07-25T22:08:56.602Z,True
Associate Artificial Intelligence Engineer,Ingram Content Group,,USA,", USA","Machine Learning,Python,Cloud,Agile,API,QA,GitHub,Data Science,Data Engineer,Computer Science,Architecture,Deployment,SAAS,CI,Open Source",Full Time,"$83,000-$105,000 annually",83000,105000,2025-07-25T22:08:32.863Z,True
Economist confirmé(e) - Marché du neuf (F/H/X),AVIV Group,Paris,France,"Paris, France","Machine Learning,Python,Transformers,R,Data Science,Data Engineer",Temporary,,0,0,2025-07-25T22:05:35.401Z,True
Senior Data Scientist (F/H/X),AVIV Group,Paris,France,"Paris, France","Machine Learning,Python,SQL,Scikit-learn,AWS,Data Science,Google Analytics",Temporary,,0,0,2025-07-25T22:05:22.3Z,True
"Director of Engineering, Data & AI Platforms",Xplor Technologies,"Atlanta, GA",USA,"Atlanta, GA, USA","Machine Learning,LLMs,Generative AI,Cloud,API,AWS,Azure,Tableau,Data Science,Data Engineer,Data Architect,Data Governance,model quality monitoring,Computer Science,Architecture,Security,Product Management,SAAS,Transformation,SnowFlake,Power BI,Looker",Full Time,"$180,000-$200,000 annually",180000,200000,2025-07-25T22:03:21.163Z,True
Data science(Python machine learning  )8+yrs -Bangalore -Group Manager - RNA,WNS Global Services,Bangalore,India,"Bangalore, India","Machine Learning,Python,SQL,Pandas,Time Series,XGBoost,Scikit-learn,Data Science,NumPy,Clustering,Logistic Regression,Linear Regression,Research,Project Management,Statistics,Mathematics",Full Time,,0,0,2025-07-25T22:01:39.735Z,True
(Senior) ML Engineer / Software Engineer Machine Learning & AI (m/f/x) (onsite / remote in Germany),Scalable Capital,,Germany,", Germany","Machine Learning,Generative AI,CICD,Data Science,IOS,Computer Science,Reliability,Project Management",Full Time,,0,0,2025-07-25T22:01:36.681Z,True
(Senior) ML Engineer / Software Engineer Machine Learning & AI (m/f/x) (onsite / remote in Germany),Scalable Capital,Berlin,Germany,"Berlin, Germany","Machine Learning,Generative AI,CICD,Data Science,IOS,Computer Science,Reliability,Project Management",Full Time,,0,0,2025-07-25T22:01:33.635Z,True
"Lead Decision Scientist, Product Adoption &amp; Expertise",Salesforce,"Seattle, WA",USA,"Seattle, WA, USA","Machine Learning,Python,SQL,Cloud,Tableau,Data Science,Data Engineer,Forecasting,Clustering,Product Management,Deployment,SAAS,Transformation,MBA,UX,SnowFlake,Statistics,SalesForce","Remote,Full Time",,0,0,2025-07-25T20:10:21.114Z,True
"Senior Presales Solutions Architect - EMC (Energy, Manufacturing and Communications)",Databricks,,UK,", UK","Machine Learning,Python,SQL,Cloud,AWS,Azure,Data Science,Data Engineer,DataBricks,Architecture",Full Time,,0,0,2025-07-25T18:01:30.498Z,True
"Director, Applied Science and Data Engineering",SonderMind Careers,"Denver, CO",USA,"Denver, CO, USA","Machine Learning,Python,NLP,LLMs,Tensorflow,PyTorch,Generative AI,Feature Engineering,Agile,IOS SDK,Data Science,Data Engineer,Data Infrastructure,Research,IOS,Computer Science,Deployment,UX,Android,Mathematics,JSON","Remote,Full Time","$200,000-$250,000 annually",200000,250000,2025-07-25T13:56:08.105Z,True
Data Engineering Manager,SonderMind Careers,"Denver, CO",USA,"Denver, CO, USA","Machine Learning,SQL,IOS SDK,Devops,Data Science,Data Engineer,Data Architect,Data Infrastructure,Data Governance,Research,IOS,Computer Science,Architecture,Reliability,Android,Project Management,Mathematics,JSON","Remote,Full Time","$180,000-$205,000 annually",180000,205000,2025-07-25T13:56:04.555Z,True
Senior Security Data Scientist,Referral Board,,USA,", USA","Machine Learning,Python,CICD,AWS,Kubernetes,GCP,GitHub,Data Science,Data Analysis,Research,Code Reviews,Mathematics,Elasticsearch,JSON",Remote,"$133,100-$210,600 annually",133100,210600,2025-07-25T13:45:00.758Z,True
"Senior/Principal Solutions Architect, Open Source AI (Europe - Remote)",OpenTeams,,,", ","Machine Learning,Python,LLMs,PyTorch,Generative AI,ML Ops,Cloud,GitHub,KubeFlow,JAX,Data Science,Data Engineer,NumPy,Security,Infrastructure,Deployment,Open Source,Mathematics,JSON",Remote,,0,0,2025-07-25T13:29:10.533Z,True
Senior Data Engineer (R13279),Oportun,,Mexico,", Mexico","Python,Hadoop,Cloud,Data Lakes,Java,Agile,CICD,GCP,PostGres,Kafka,Scrum,S3,Data Science,Data Engineer,Big Data,Database,Data Architect,Data Governance,DataBricks,PySpark,Computer Science,Architecture,Security,Product Management,Reliability,Code Reviews,SME,NOSQL,Mathematics,Jenkins,Airflow,JSON,RedShift",Remote,,0,0,2025-07-25T13:26:20.462Z,True
	Principal Product Manager - AI,Simpplr,,India,", India","Machine Learning,NLP,LLMs,Prompt Engineering,Embeddings,Agile,API,AWS,Azure,Unsupervised Learning,Data Science,Conversational AI,Supervised Learning,Vertex AI,Computer Science,Security,Product Management,Automation,SAAS,Product Design,SME,UX,Mathematics,SalesForce,JSON","Remote,Full Time",,0,0,2025-07-25T13:10:43.628Z,True
